Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Wageningen;Alpha Vreeling;06-76707430;AlphaVreeling@einrot.com;Grintweg 79;Wageningen;woensdag 5 juli 2017;Bezorgen;woensdag 5 juli 2017;16:38;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 24,90;;€ 0,00;€ 24,90
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Venlo;Hessel Aarab;06-47725624;HesselAarab@einrot.com;Jan van Knippenberghof 86;Venlo;donderdag 14 maart 2019;Afhalen;donderdag 14 maart 2019;18:47;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Arnhem;Cherique Mouthaan;06-12528126;CheriqueMouthaan@rhyta.com;Marcusestraat 154;Arnhem;dinsdag 5 november 2019;Bezorgen;dinsdag 5 november 2019;19:52;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;Salami, Beenham, Paprikamix, Chorizo;€ 4,50;€ 32,90;€ 128,60;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 126,60
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;4;Champignons, Pepperoni, Ananas, Merguez;€ 4,00;€ 75,80;;;;

Groningen Boterdiep;Floor Griep;06-25911051;FloorGriep@fleckens.hu;Snelliusstraat 189;Groningen;woensdag 21 februari 2018;Afhalen;woensdag 21 februari 2018;19:43;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 29,80;;€ 0,00;€ 29,80
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;

Heemskerk;Hendrikus van den Heijkant;06-91274966;HendrikusvandenHeijkant@dayrep.com;Graaf Willem II Laan 69;Heemskerk;donderdag 1 juni 2017;Afhalen;donderdag 1 juni 2017;20:34;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 25,90;;€ 0,00;€ 25,90
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;;;;

Roermond;Hilal Kimenai;06-65351680;HilalKimenai@fleckens.hu;Dorpstraat 157;Roermond;woensdag 9 mei 2018;Afhalen;woensdag 9 mei 2018;19:38;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 17,90;€ 35,80;25% korting op je bestelling;€ 8,95;€ 26,85
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;

Den Helder;Tuğrul Houben;06-70845523;TugrulHouben@teleworm.us;Petrus Planciusstraat 181;Den Helder;vrijdag 28 december 2018;Afhalen;vrijdag 28 december 2018;19:39;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;€ 58,65;;€ 0,00;€ 58,65
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;

Nijmegen;Jacomina Roorda;06-71565832;JacominaRoorda@superrito.com;De Voorstenkamp 68;Nijmegen;maandag 3 september 2018;Bezorgen;maandag 3 september 2018;19:36;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 80,65;;€ 0,00;€ 80,65
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 47,80;;;;

Roermond;Zarina te Hennepe;06-85240911;ZarinateHennepe@gustr.com;Merumerkerkweg 162;Herten;zaterdag 28 april 2018;Bezorgen;zaterdag 28 april 2018;19:28;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 51,80;€ 63,75;;€ 0,00;€ 63,75
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Arnhem Centrum;Hinderikus van Til;06-62795097;HinderikusvanTil@gustr.com;Velperweg 54;Arnhem;woensdag 27 februari 2019;Bezorgen;woensdag 27 februari 2019;16:18;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Hoofddorp;Antonius van Breukelen;06-32361553;AntoniusvanBreukelen@jourrapide.com;Cartagenapad 120;Rotterdam;donderdag 23 maart 2017;Bezorgen;donderdag 23 maart 2017;18:24;Funghi;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;Champignons;€ 1,00;€ 7,95;€ 7,95;3e pizza gratis bij bezorgen;€ 0,00;€ 7,95

Breda Graaf Hendrik III Plein;Augustinus Zaaijer;06-60160634;AugustinusZaaijer@superrito.com;Prins Hendrikstraat 131;Breda;zaterdag 27 januari 2018;Bezorgen;zaterdag 27 januari 2018;18:04;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 37,85;;€ 0,00;€ 37,85
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Amsterdam Noord;Jentje Suijkerbuijk;06-87987567;JentjeSuijkerbuijk@cuvox.de;Rozengracht 154;Amsterdam;vrijdag 22 februari 2019;Bezorgen;vrijdag 22 februari 2019;20:22;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 117,55;;€ 0,00;€ 117,55
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 31,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;;€ 0,00;€ 47,80;;;;

Delft Binnenwatersloot;Lennon van der Weide;06-83966810;LennonvanderWeide@cuvox.de;Handellaan 130;Delft;dinsdag 16 juli 2019;Bezorgen;dinsdag 16 juli 2019;16:36;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 38,85;3e pizza gratis bij bezorgen;€ 0,00;€ 38,85
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;Kaas, Chorizo;€ 2,00;€ 27,90;;;;

Bussum;Jente van Hek;06-91209583;JentevanHek@jourrapide.com;Statenlaan 184;Bussum;maandag 20 augustus 2018;Bezorgen;maandag 20 augustus 2018;18:11;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Oss;Josepha Cruiming;06-86956460;JosephaCruiming@superrito.com;Gasstraat Oost 130;Oss;maandag 15 januari 2018;Bezorgen;maandag 15 januari 2018;17:08;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Dongen;Çağlar Wever;06-13793093;CaglarWever@rhyta.com;Cornelis Leonardus Bressersstraat 121;Dongen;donderdag 11 mei 2017;Afhalen;donderdag 11 mei 2017;16:33;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;;4;;€ 0,00;€ 39,80;€ 97,50;;€ 0,00;€ 97,50
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;4;;€ 0,00;€ 35,80;;;;

Rotterdam Zevenkamp;Jaydee Graat;06-54706700;JaydeeGraat@jourrapide.com;Boezemstraat 182;Rotterdam;donderdag 25 april 2019;Bezorgen;donderdag 25 april 2019;18:24;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 66,75;;€ 0,00;€ 66,75
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;

Veldhoven;Soraya Filius;06-77101540;SorayaFilius@gustr.com;Heerseweg 152;Veldhoven;zaterdag 27 juli 2019;Bezorgen;zaterdag 27 juli 2019;18:38;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 51,80;;€ 0,00;€ 51,80
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 15,95;;;;

Osdorp;Julie Oosterom;06-16808424;JulieOosterom@teleworm.us;Dommelhoefstraat 162;Eindhoven;donderdag 23 november 2017;Bezorgen;donderdag 23 november 2017;16:46;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;2;Basilicum, Groene Olijven;€ 1,50;€ 28,90;€ 53,80;25% korting op je bestelling;€ 13,45;€ 40,35
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;Verse Tomaat, Verse Tomaat, Ham;€ 3,00;€ 11,95;;;;

Geleen;Krijn Brus;06-48955112;KrijnBrus@superrito.com;Engelenkampstraat 181;Sittard;woensdag 9 oktober 2019;Bezorgen;woensdag 9 oktober 2019;18:01;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 21,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 21,90

Hilversum;Emerentiana Hollink;06-38093808;EmerentianaHollink@fleckens.hu;Diamantstraat 43;Hilversum;woensdag 18 januari 2017;Afhalen;woensdag 18 januari 2017;19:28;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Utrecht Rijnlaan;Puk Huitink;06-95493005;PukHuitink@rhyta.com;Anton Herman Gerard Fokkerstraat 6;Utrecht;woensdag 10 oktober 2018;Bezorgen;woensdag 10 oktober 2018;16:05;Funghi;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 27,80;€ 60,65;;€ 0,00;€ 60,65
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Dordrecht Bamendaweg;Ilonca Winters;06-12278101;IloncaWinters@dayrep.com;Blaauwweg 60;Dordrecht;woensdag 30 januari 2019;Afhalen;woensdag 30 januari 2019;16:34;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;€ 23,90;25% korting op je bestelling;€ 5,98;€ 17,93

Zwolle;Salomé Jonas;06-42205884;SalomeJonas@fleckens.hu;Mevrouw Stoelstraat 166;Zwolle;maandag 10 april 2017;Bezorgen;maandag 10 april 2017;16:11;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 108,50;2e pizza gratis bij afhalen;€ 0,00;€ 108,50
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;Kaas, Honing Mosterdsaus, Kaasmix, Beenham;€ 4,50;€ 24,90;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;

Wijchen;Alies Haveman;06-63805277;AliesHaveman@einrot.com;Kraayenberg 9;Wijchen;donderdag 2 augustus 2018;Bezorgen;donderdag 2 augustus 2018;19:33;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;Beenham, Gorgonzola, Chorizo, Chorizo;€ 4,50;€ 14,45;€ 98,15;25% korting op je bestelling;€ 24,54;€ 73,61
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;€ 2,00;4;;€ 0,00;€ 59,80;;;;
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Almere;Saba van Rootselaar;06-65824272;SabavanRootselaar@dayrep.com;Leonard Bernsteinstraat 93;Almere;woensdag 25 januari 2017;Afhalen;woensdag 25 januari 2017;20:10;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 47,80;€ 68,65;;€ 0,00;€ 68,65
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;3;;€ 0,00;€ 20,85;;;;

Alphen aan den Rijn;Lenna Eerland;06-34903331;LennaEerland@teleworm.us;Schelfhorst 16;Alphen aan den Rijn;donderdag 17 mei 2018;Afhalen;donderdag 17 mei 2018;17:59;Beenham;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Spijkenisse;Emanuelle Galesloot;06-43672737;EmanuelleGalesloot@teleworm.us;Tritonpad 27;Spijkenisse;maandag 18 september 2017;Bezorgen;maandag 18 september 2017;16:31;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;€ 41,80;3e pizza gratis bij bezorgen;€ 0,00;€ 41,80
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Almere;Jobje Baremans;06-82260989;JobjeBaremans@rhyta.com;Spakenburgstraat 164;Almere;zaterdag 30 november 2019;Afhalen;zaterdag 30 november 2019;19:39;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 38,75;;€ 0,00;€ 38,75
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Barendrecht;Magda Plomp;06-40684135;MagdaPlomp@dayrep.com;Texeleroog 6;Barendrecht;woensdag 19 december 2018;Bezorgen;woensdag 19 december 2018;16:56;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;

Amsterdam Aalsmeerweg;Sherif Kroesen;06-14320042;SherifKroesen@jourrapide.com;Borgerstraat 128;Amsterdam;donderdag 4 juli 2019;Bezorgen;donderdag 4 juli 2019;16:19;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;Tonijn, Kip;€ 2,50;€ 22,90;€ 22,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 22,90

Arnhem;Rahma Kloosterhuis;06-72193184;RahmaKloosterhuis@armyspy.com;Veerpolderstraat 16;Arnhem;zondag 15 januari 2017;Afhalen;zondag 15 januari 2017;16:34;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 47,80;€ 47,80;;€ 0,00;€ 47,80

Goes;Everdine Brummelhuis;06-41854764;EverdineBrummelhuis@armyspy.com;Willemsstraat 128;Kloetinge;woensdag 20 december 2017;Bezorgen;woensdag 20 december 2017;19:39;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;€ 49,80;25% korting op je bestelling;€ 12,45;€ 37,35
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 31,90;;;;

Amsterdam Overtoom;Soscha Leurink;06-57398551;SoschaLeurink@teleworm.us;Turbon 72;Amsterdam;maandag 16 januari 2017;Bezorgen;maandag 16 januari 2017;19:19;Caprese;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;€ 35,80;;€ 0,00;€ 35,80
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;

Woerden;Berjan Kaiser;06-31438052;BerjanKaiser@superrito.com;Goudsbloemstraat 146;Woerden;zondag 1 juli 2018;Afhalen;zondag 1 juli 2018;19:55;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 8,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Amsterdam Oostelijke Handelskade;Dmitri Acar;06-84976804;DmitriAcar@fleckens.hu;Orteliusstraat 64;Amsterdam;zaterdag 25 augustus 2018;Bezorgen;zaterdag 25 augustus 2018;16:23;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;€ 40,85;;€ 0,00;€ 40,85
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Amstelveen;Ivor Kemerink;06-60516240;IvorKemerink@cuvox.de;Patrimoniumlaan 78;Amstelveen;zaterdag 16 december 2017;Afhalen;zaterdag 16 december 2017;20:11;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;;2;Bacon, Honing Mosterdsaus, Chicken Kebab, Beenham;€ 5,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Rotterdam Vuurplaat;Sven Reus;06-78885507;SvenReus@dayrep.com;Bergsingel 181;Rotterdam;dinsdag 30 juli 2019;Bezorgen;dinsdag 30 juli 2019;18:30;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 62,75;2e pizza gratis bij afhalen;€ 0,00;€ 62,75
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Rotterdam Vuurplaat;Asiya Wijmans;06-25666389;AsiyaWijmans@armyspy.com;Zoutziedersstraat 20;Rotterdam;woensdag 25 januari 2017;Bezorgen;woensdag 25 januari 2017;16:11;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Terneuzen;Jurie Goudswaard;06-90853333;JurieGoudswaard@rhyta.com;Elzasstraat 5;Axel;maandag 3 juni 2019;Afhalen;maandag 3 juni 2019;16:04;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 9,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 10,95;;;;

Dongen;Leunis van Hoesel;06-97092517;LeunisvanHoesel@gustr.com;Akkermansstraat 68;Dongen;zondag 12 mei 2019;Afhalen;zondag 12 mei 2019;18:18;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;€ 77,65;;€ 0,00;€ 77,65
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;4;Honing Mosterdsaus, Beenham;€ 2,00;€ 47,80;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;

Nijmegen;Jacolien Bakkali;06-47874709;JacolienBakkali@einrot.com;Van Heemskerckstraat 40;Nijmegen;maandag 2 januari 2017;Bezorgen;maandag 2 januari 2017;18:08;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Bussum;Givano Janmaat;06-60200026;GivanoJanmaat@superrito.com;Boerhaavelaan 92;Bussum;zondag 25 juni 2017;Afhalen;zondag 25 juni 2017;16:14;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 10,95;€ 10,95;3e pizza gratis bij bezorgen;€ 0,00;€ 10,95

Ridderkerk;Yasser Rinkel;06-69349269;YasserRinkel@rhyta.com;Gebroken Meeldijk 196;Ridderkerk;woensdag 3 juli 2019;Afhalen;woensdag 3 juli 2019;19:15;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 12,95;€ 24,90;;€ 0,00;€ 24,90
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;

Arnhem Centrum;Charifa van der Meijs;06-53594349;CharifavanderMeijs@dayrep.com;Cannenburglaan 3;Arnhem;woensdag 30 januari 2019;Afhalen;woensdag 30 januari 2019;16:00;Caprese;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Etten Leur;Natalya Nieuwenhuizen;06-60352306;NatalyaNieuwenhuizen@jourrapide.com;Malbodestraat 182;Etten-Leur;vrijdag 6 september 2019;Afhalen;vrijdag 6 september 2019;18:40;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 6,95;3e pizza gratis bij bezorgen;€ 0,00;€ 6,95

Capelle a/d Yssel;Liselore Betten;06-71394878;LiseloreBetten@cuvox.de;Jan van Galenstraat 85;Capelle aan den IJssel;vrijdag 16 juni 2017;Bezorgen;vrijdag 16 juni 2017;17:37;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;€ 87,60;;€ 0,00;€ 87,60
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;

Bergen op Zoom;Widad ter Velde;06-90165868;WidadterVelde@fleckens.hu;Balsebaan 29;Bergen op Zoom;dinsdag 24 december 2019;Afhalen;dinsdag 24 december 2019;16:02;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 20,90;;€ 0,00;€ 20,90
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;

Eindhoven Woensel;Hein Manshanden;06-19604972;HeinManshanden@superrito.com;Jan van Eyckgracht 52;Eindhoven;woensdag 11 januari 2017;Afhalen;woensdag 11 januari 2017;17:08;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 25,90;€ 52,75;;€ 0,00;€ 52,75
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 8,95;;;;

Naaldwijk;Lissy Moers;06-99644266;LissyMoers@cuvox.de;Oudlaan 194;Naaldwijk;woensdag 21 maart 2018;Afhalen;woensdag 21 maart 2018;16:42;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 25,90;€ 51,30;25% korting op je bestelling;€ 12,83;€ 38,48
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;1;Kip, Paprikamix, Pepperoni, Honing Mosterdsaus;€ 3,50;€ 16,45;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 8,95;;;;

